scan_file,image,bucket,bucket_label,rule_label,total_dependency_count,vuln_total,critical_cve_count,high_cve_count,cvss_ge_7_count,max_cvss,unique_cwe_count,top25_cwe_count,justification,confidence
data/scans/high-qual/alpine-3.18.json,alpine:3.18,high-qual,ALLOW,ALLOW,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The image has no detected vulnerabilities (vuln_total: 0.0, critical_cve_count: 0.0, high_cve_count: 0.0, max_cvss: 0.0), meeting acceptable security standards.",high
data/scans/high-qual/alpine-3.19.json,alpine:3.19,high-qual,ALLOW,ALLOW,16.0,2.0,0.0,0.0,0.0,3.3,2.0,0.0,"The image has no critical_cve_count (0.0) or high_cve_count (0.0), and the max_cvss is low at 3.3. All vulnerabilities are low-severity and not part of the MITRE Top 25 (top25_cwe_count 0.0).",high
data/scans/high-qual/alpine-latest.json,alpine:latest,high-qual,ALLOW,BLOCK,17.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"The image has a critical_cve_count of 1.0 and a max_cvss of 9.8, indicating a directly exploitable, high-impact vulnerability that warrants blocking.",high
data/scans/high-qual/alpine-edge.json,alpine:edge,high-qual,ALLOW,ALLOW,17.0,1.0,0.0,0.0,0.0,5.5,1.0,0.0,"No critical_cve_count (0.0), high_cve_count (0.0), and max_cvss (5.5) is below 7.0. The vuln_total is minimal (1.0) with no top25_cwe_count (0.0).",high
data/scans/high-qual/ubuntu-22.04.json,ubuntu:22.04,high-qual,ALLOW,WARN,102.0,16.0,0.0,4.0,5.0,8.6,15.0,5.0,"The image has no critical CVEs but features 4 HIGH CVEs, 5 vulnerabilities with CVSS >= 7.0 (max_cvss 8.6), and 5 Top 25 CWEs, indicating moderate actionable risk.",high
data/scans/high-qual/ubuntu-24.04.json,ubuntu:24.04,high-qual,ALLOW,WARN,93.0,9.0,0.0,1.0,2.0,8.6,9.0,4.0,"The image has a max_cvss of 8.6 and 2 vulnerabilities with CVSS >= 7.0, without critical CVEs. Additionally, 4 vulnerabilities match the MITRE Top 25 CWEs.",high
data/scans/high-qual/ubuntu-noble.json,ubuntu:noble,high-qual,ALLOW,WARN,93.0,9.0,0.0,1.0,2.0,8.6,9.0,4.0,"The image has no critical CVEs, but a high max_cvss of 8.6 and 2 vulnerabilities with CVSS >= 7.0. Additionally, 4 vulnerabilities are associated with MITRE Top 25 CWEs, indicating moderate risk.",high
data/scans/high-qual/ubuntu-jammy.json,ubuntu:jammy,high-qual,ALLOW,WARN,102.0,16.0,0.0,4.0,5.0,8.6,15.0,5.0,"The image has no critical CVEs but features 4 HIGH CVEs, 5 vulnerabilities with CVSS >= 7.0 (max_cvss 8.6), and 5 vulnerabilities matching the MITRE Top 25 CWEs, indicating moderate risk.",high
data/scans/high-qual/debian-bookworm-slim.json,debian:bookworm-slim,high-qual,ALLOW,BLOCK,89.0,46.0,3.0,14.0,10.0,10.0,29.0,8.0,"The image has 3 CRITICAL CVEs, a max_cvss of 10.0, and a high unique_cwe_count (29) and top25_cwe_count (8), indicating systemic and critical vulnerabilities that must be blocked.",high
data/scans/high-qual/debian-bullseye-slim.json,debian:bullseye-slim,high-qual,ALLOW,BLOCK,97.0,65.0,4.0,29.0,20.0,10.0,39.0,14.0,"The image has 4 critical CVEs and a max CVSS of 10.0, indicating directly exploitable, high-impact vulnerabilities. This is compounded by 39 unique CWEs and 14 Top 25 CWEs, suggesting systemic weakness.",high
