scan_file,image,bucket,bucket_label,rule_label,total_dependency_count,vuln_total,critical_cve_count,high_cve_count,cvss_ge_7_count,max_cvss,unique_cwe_count,top25_cwe_count,justification,confidence
data/scans/high-qual/alpine-3.18.json,alpine:3.18,high-qual,ALLOW,ALLOW,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"All vulnerability counts are zero, including critical, high, and CVSS >= 7.0 findings. The image has no detected vulnerabilities across its 16 components, making it perfectly clean and deployment-ready.",high
data/scans/high-qual/alpine-3.19.json,alpine:3.19,high-qual,ALLOW,ALLOW,16.0,2.0,0.0,0.0,0.0,3.3,2.0,0.0,No critical or high CVEs are present. The 2 vulnerabilities are low-severity (max_cvss 3.3) and neither maps to a MITRE Top 25 weakness class. Risk profile is negligible across all 16 components.,high
data/scans/high-qual/alpine-latest.json,alpine:latest,high-qual,ALLOW,WARN,17.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding, but across only 17 components, the breadth indicators are extremely low (2 unique CWEs, 1 Top 25 match). This indicates an isolated exploitable dependency, not systemic compromise, making it an urgent but manageable remediation task.",high
data/scans/high-qual/alpine-edge.json,alpine:edge,high-qual,ALLOW,ALLOW,17.0,1.0,0.0,0.0,0.0,5.5,1.0,0.0,No critical or high CVEs present. The single vulnerability is low-to-medium severity (max_cvss 5.5) and does not map to a MITRE Top 25 weakness. Risk profile is negligible across all 17 components.,high
data/scans/high-qual/ubuntu-22.04.json,ubuntu:22.04,high-qual,ALLOW,WARN,102.0,16.0,0.0,4.0,5.0,8.6,15.0,5.0,"No critical CVEs, but 4 HIGH CVEs and max_cvss 8.6 indicate actionable risk. Across 102 components, 5 Top 25 CWE matches and 15 unique weakness types suggest isolated remediation targets rather than systemic compromise — a sprint-cycle fix, not an emergency.",high
data/scans/high-qual/ubuntu-24.04.json,ubuntu:24.04,high-qual,ALLOW,ALLOW,93.0,9.0,0.0,1.0,2.0,8.6,9.0,4.0,"No critical CVEs and only 1 high-severity CVE across 93 components. While max_cvss is 8.6, the breadth indicators are low with only 4 Top 25 CWE matches and a density ratio of 0.043. Risk is contained to isolated findings, not systemic weakness.",high
data/scans/high-qual/ubuntu-noble.json,ubuntu:noble,high-qual,ALLOW,WARN,93.0,9.0,0.0,1.0,2.0,8.6,9.0,4.0,"No critical CVEs, but one HIGH CVE and max_cvss 8.6 indicate actionable risk. Across 93 components, only 4 Top 25 CWE matches and a density ratio of 0.043 suggest isolated remediation targets rather than systemic compromise; this is a sprint-cycle fix, not an emergency.",high
data/scans/high-qual/ubuntu-jammy.json,ubuntu:jammy,high-qual,ALLOW,WARN,102.0,16.0,0.0,4.0,5.0,8.6,15.0,5.0,"No critical CVEs, but 4 HIGH CVEs and max_cvss 8.6 indicate actionable risk. Across 102 components, 5 Top 25 CWE matches and 15 unique weakness types suggest isolated remediation targets rather than systemic compromise — a sprint-cycle fix, not an emergency.",high
data/scans/high-qual/debian-bookworm-slim.json,debian:bookworm-slim,high-qual,ALLOW,WARN,89.0,46.0,3.0,14.0,10.0,10.0,29.0,8.0,"3 critical CVEs and a max_cvss of 10.0 indicate serious, actionable risk. However, the density of Top 25 CWEs is low (8 across 89 components, ratio ~0.09), suggesting these are concentrated issues rather than systemic compromise. This requires urgent remediation within normal engineering cycles, not an emergency BLOCK.",high
data/scans/high-qual/node-lts-alpine.json,node:lts-alpine,high-qual,ALLOW,WARN,182.0,8.0,1.0,6.0,6.0,9.8,6.0,4.0,"One critical CVE and six high CVEs with max_cvss 9.8 indicate actionable risk. However, across 182 components, the breadth indicators are low (6 unique CWE types, 4 Top 25 matches), and the density ratio is very low (~0.022). This suggests an isolated, urgent remediation target, not systemic compromise.",high
data/scans/high-qual/ruby-3.3-alpine.json,ruby:3.3-alpine,high-qual,ALLOW,WARN,108.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, the breadth indicators are extremely low — only 2 unique CWE types and 1 Top 25 match across 108 components. This indicates an isolated exploitable dependency, not systemic compromise, making it an urgent but not emergency-level remediation.",high
data/scans/high-qual/php-8.2-fpm-alpine.json,php:8.2-fpm-alpine,high-qual,ALLOW,WARN,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, across 43 components, the breadth indicators are very low — only 2 unique CWE types and 1 Top 25 match. This indicates an isolated exploitable dependency, not a systemic compromise, making it an urgent but not emergency-level remediation.",high
data/scans/high-qual/php-8.3-fpm-alpine.json,php:8.3-fpm-alpine,high-qual,ALLOW,WARN,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding, but the breadth indicators are very low — only 2 unique CWE types and 1 Top 25 match across 43 components. This indicates an isolated exploitable dependency, not a systemic compromise; remediation is urgent but not emergency-level.",high
data/scans/high-qual/postgres-15-alpine.json,postgres:15-alpine,high-qual,ALLOW,WARN,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,"Two critical CVEs with max_cvss 10.0 and 18 high CVEs indicate significant risk. However, across 51 components, the low top25_cwe_count (6) and unique_cwe_count (6) suggest these are concentrated findings, not systemic compromise. This is an urgent, actionable remediation task for the current sprint, not an emergency BLOCK.",high
data/scans/high-qual/postgres-16-alpine.json,postgres:16-alpine,high-qual,ALLOW,WARN,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,"Two critical CVEs with max_cvss 10.0 and 18 high CVEs indicate significant actionable risk. However, the density of Top 25 CWEs is low (6 across 51 components, ratio ~0.12), suggesting concentrated vulnerabilities rather than systemic compromise. This requires urgent remediation within a normal sprint cycle, not an emergency BLOCK.",high
data/scans/high-qual/mongo-6.0-jammy.json,mongo:6.0-jammy,high-qual,ALLOW,WARN,397.0,72.0,4.0,42.0,26.0,10.0,35.0,17.0,"4 critical CVEs and 42 high CVEs, with max_cvss 10.0, indicate actionable risk. However, across 397 components, the top25_cwe_count (17) results in a density ratio of only 0.04, well below the systemic threshold. This suggests concentrated, isolated vulnerabilities requiring urgent remediation within a normal sprint cycle, not an emergency BLOCK.",high
